hostel_id,distance_to_center_km,rating,num_reviews,beds_in_room,breakfast_included,wifi,laundry,weekend,occupancy_rate,latitude,longitude,distance_to_transport_hub_km,distance_to_popular_places,neighbourhood_popularity_score,walkability_score,noise_level_index,sentiment_score,review_keywords_count,recent_sentiment_trend,days_until_checkin,surge_pricing_flag,competitor_average_price,competitor_availability,price_last_week,month,holiday_or_festival,special_event_flag,seasonal_index,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,demand_index,rating_reviews_interaction,distance_season_interaction,price_occupancy_ratio,room_density,amenities_score,location_quality,popularity_index,value_score,weekend_premium,sentiment_quality,booking_urgency,last_minute_multiplier,city_encoded,cluster_label
142,5.17,8.0,980,4,0,1,0,0,0.91,13.001999028132715,77.69045291960664,0.47,0.38,7.0,97.0,8.8,-0.12,32,0.06,52,0,614.24,0.71,412.78,4,0,0,0.9,2,1,0,1,1,0,2,322,0.7320490245122563,55.10857967652291,5.17,0.14748784440842788,0.012422360248447204,4,6.332000000000001,5.51085796765229,1.3333333333333333,0.0,-0.96,0,0.17669444575659674,1,1
143,1.39,9.0,1141,6,1,0,1,0,0.67,18.986699641617736,72.86832676974404,0.79,0.9,7.4,48.0,2.1,0.43,17,0.19,13,0,733.07,0.59,611.06,11,0,0,0.8,30,0,1,1,0,0,4,224,0.7221570785392696,63.3648275119436,2.78,0.28033472803347287,0.026785714285714284,4,6.714,6.33648275119436,0.12903225806451613,0.0,3.87,0,0.6483443410015097,10,1
144,5.12,9.4,677,4,0,1,1,0,0.87,17.48098804771449,78.57422739406331,0.04,1.79,6.3,98.0,7.5,-0.04,14,-0.26,70,0,1479.7,0.85,684.66,2,0,0,0.7,24,1,0,1,1,1,3,262,0.7977338669334668,61.27998450663972,15.36,0.14215686274509803,0.015267175572519083,5,6.41,6.127998450663972,0.2,0.0,-0.376,0,0.09697196786440505,5,3
145,0.87,7.3,603,10,0,1,0,1,0.52,12.993524056759776,77.67747270404895,0.23,0.37,7.6,66.0,4.7,0.35,45,-0.15,51,1,355.88,0.68,1001.83,3,0,0,0.8,18,0,0,0,0,0,4,267,0.5173301650825414,46.74609164492415,0.87,0.27807486631016043,0.03745318352059925,1,7.246000000000001,4.674609164492415,0.05263157894736842,0.52,2.5549999999999997,0,0.18268352405273466,1,4
146,0.0,7.8,598,4,0,1,1,0,0.74,12.965679270568796,77.545352522469,0.62,5.61,9.7,97.0,7.1,0.95,49,-0.07,51,0,688.81,0.53,489.06,2,0,0,0.7,23,1,1,1,1,1,5,253,0.6198299149574787,49.8830404653005,0.0,0.74,0.015810276679841896,6,8.578000000000001,4.98830404653005,0.25,0.0,7.409999999999999,0,0.18268352405273466,1,1
147,0.52,7.6,494,2,0,1,1,0,0.44,19.061998508004866,72.85806388141687,0.14,0.58,7.1,68.0,6.7,0.15,11,-0.19,45,0,1247.91,0.75,895.13,8,0,0,1.2,6,0,0,1,0,0,4,141,0.523424712356178,47.15463899552204,1.04,0.2894736842105263,0.014184397163120567,3,7.12,4.715463899552204,0.42857142857142855,0.0,1.14,0,0.22313016014842982,10,4
148,1.9,6.1,991,2,0,0,1,0,0.61,25.332214131703385,83.00256049569883,1.85,1.14,3.5,72.0,2.5,0.39,22,0.03,79,0,758.82,0.33,503.87,3,0,0,0.8,46,1,1,0,1,0,3,323,0.5561495747873937,42.088310954437716,1.9,0.2103448275862069,0.006191950464396285,4,6.355,4.208831095443772,0.0851063829787234,0.0,2.379,0,0.07183860068931329,14,4
149,8.66,7.1,981,6,0,1,0,1,0.54,26.830524887344044,75.79090917688228,12.56,0.03,6.5,88.0,5.6,0.26,26,-0.01,40,0,1439.98,0.31,691.03,2,0,0,0.7,11,1,1,0,0,0,2,223,0.6271490745372686,48.91609828931671,25.98,0.055900621118012424,0.026905829596412557,3,4.026000000000001,4.891609828931671,0.25,0.54,1.8459999999999999,0,0.26359713811572677,6,0
150,0.32,7.7,1291,8,0,1,1,0,0.83,24.6714038117639,73.63169170597264,0.21,3.24,9.9,83.0,3.5,0.56,18,-0.11,1,0,698.57,0.88,1329.05,6,0,0,1.1,7,0,1,1,0,0,3,314,0.7221645822911456,55.16238946943761,0.32,0.6287878787878787,0.025477707006369428,4,8.503,5.516238946943761,0.5,0.0,4.312,1,0.9672161004820059,13,1
151,5.78,7.6,648,8,0,1,1,0,0.69,13.107828413710376,80.36943960602544,3.44,2.33,5.7,77.0,6.0,0.03,40,0.01,48,0,1319.71,0.86,1285.27,7,1,0,1.2,47,1,1,1,1,1,1,383,0.638832416208104,49.213288646951085,11.56,0.10176991150442477,0.020887728459530026,6,5.271999999999999,4.921328864695108,0.125,0.0,0.22799999999999998,0,0.20189651799465538,2,4
152,2.25,8.7,1006,6,1,1,0,0,0.85,24.522195699522182,73.76303080024226,0.25,0.33,7.2,65.0,7.6,0.11,12,-0.09,77,1,1278.11,0.8,1348.41,9,0,0,1.0,33,1,1,1,0,1,4,133,0.8016503251625813,60.15815876665149,6.75,0.26153846153846155,0.045112781954887216,5,6.43,6.015815876665149,0.14705882352941177,0.0,0.957,0,0.07679108957896803,13,1
153,5.24,7.5,1936,8,0,1,0,1,0.71,18.53291621075293,73.84423880764494,2.22,4.06,3.7,88.0,1.7,0.83,16,-0.09,27,1,311.05,0.27,950.56,11,0,0,0.8,10,1,1,0,0,0,4,240,0.732696848424212,56.76671747555247,5.24,0.11378205128205127,0.03333333333333333,3,5.9159999999999995,5.676671747555247,0.2727272727272727,0.71,6.225,0,0.4065696597405991,11,2
154,1.06,7.9,291,6,0,1,1,0,0.45,30.0135513011666,78.29123370993327,2.06,0.57,4.0,97.0,5.6,0.77,44,-0.14,31,0,783.59,0.57,851.43,10,1,0,0.9,21,1,1,1,0,0,4,278,0.4761145572786394,44.84635503791943,1.06,0.21844660194174756,0.02158273381294964,5,7.1259999999999994,4.484635503791943,0.22727272727272727,0.0,6.083,0,0.3558189185373419,12,4
155,5.5,7.6,995,8,1,1,1,0,0.84,12.986210543511664,80.18821456345326,4.66,1.77,9.1,41.0,6.6,0.75,37,0.02,75,0,636.76,0.53,1233.81,4,0,0,0.9,9,1,0,1,0,1,5,196,0.6935497748874438,52.468479157642946,5.5,0.12923076923076923,0.04081632653061224,5,4.773999999999999,5.246847915764294,0.5,0.0,5.699999999999999,0,0.0820849986238988,2,1
156,4.45,8.8,1121,2,0,1,0,0,0.9,18.5465033970428,73.85576033073792,0.24,2.56,5.1,75.0,3.7,0.73,28,-0.03,76,0,875.53,0.26,387.63,5,0,0,1.0,30,1,0,1,1,0,5,202,0.8361560780390196,61.80123915752725,13.350000000000001,0.1651376146788991,0.009900990099009901,4,6.041,6.180123915752725,0.12903225806451613,0.0,6.424,0,0.07939393227707822,11,3
157,0.78,9.3,1237,6,1,0,1,0,0.94,17.414696668374027,78.5728664831635,0.76,2.03,5.1,92.0,9.6,0.35,46,-0.18,21,0,855.33,0.46,1376.29,11,0,0,0.8,48,0,0,0,1,1,3,109,0.8087618809404703,66.22764781517424,0.78,0.5280898876404494,0.05504587155963303,3,7.01,6.622764781517423,0.061224489795918366,0.0,3.255,0,0.4965853037914095,5,3
158,0.42,8.0,25,8,1,1,1,0,0.74,30.103639316560685,78.34692019161099,0.19,3.74,5.7,79.0,5.7,0.67,43,-0.29,41,0,1386.64,0.47,808.61,6,0,0,1.1,48,1,0,1,1,0,2,86,0.6085012506253127,26.064772304171857,0.84,0.5211267605633803,0.09302325581395349,6,7.295,2.6064772304171857,0.12244897959183673,0.0,5.36,0,0.25495539602650996,12,4
159,6.08,9.0,1184,8,0,1,1,0,0.85,28.640796640872004,77.06997616909663,1.05,3.0,9.8,88.0,2.6,0.26,18,-0.21,28,0,520.3,0.29,1043.36,3,0,0,0.8,25,1,0,1,1,1,1,396,0.8284592296148074,63.69748248212308,18.240000000000002,0.12005649717514123,0.020202020202020204,5,6.911,6.369748248212308,0.19230769230769232,0.0,2.34,0,0.39324072086859824,3,1
160,9.91,7.1,945,8,1,1,1,0,0.85,19.096685971698957,72.88397357276428,4.85,7.84,3.6,94.0,2.0,-0.08,9,-0.27,78,0,518.63,0.86,1101.32,3,0,0,0.8,25,0,1,1,0,0,2,221,0.7475472736368184,48.65092224026833,29.73,0.07791017415215398,0.03619909502262444,5,4.382,4.865092224026833,0.19230769230769232,0.0,-0.568,0,0.07427357821433388,10,0
161,0.1,8.1,263,4,1,1,1,1,0.49,12.994002188184904,80.31017670481754,3.04,0.3,8.7,85.0,5.9,0.27,23,-0.04,67,1,429.68,0.49,991.72,3,0,0,0.8,49,1,1,0,1,1,2,268,0.4953131565782891,45.165187735485155,0.1,0.44545454545454544,0.014925373134328358,6,7.866,4.5165187735485155,0.12,0.49,2.187,0,0.10717059875230674,2,4
162,3.94,7.3,1221,4,1,0,1,0,0.5,13.104547671114386,80.23870185338158,2.57,0.55,5.4,83.0,4.4,-0.01,7,-0.16,32,0,1186.38,0.52,1280.68,5,0,0,1.0,24,1,1,1,0,0,1,399,0.6411610805402702,51.890182220040245,11.82,0.10121457489878544,0.010025062656641603,5,6.191,5.189018222004025,0.2,0.0,-0.073,0,0.34415378686541237,2,2
163,7.21,7.6,338,12,1,1,0,0,0.44,27.187503403821523,77.92107584361878,1.52,1.52,8.9,98.0,2.7,0.27,5,-0.05,45,0,1401.43,0.58,616.98,11,0,0,0.8,12,1,0,1,1,0,5,134,0.5078169084542271,44.277600816091415,14.42,0.05359317904993909,0.08955223880597014,5,6.635000000000001,4.427760081609142,0.38461538461538464,0.0,2.052,0,0.22313016014842982,0,0
164,5.84,8.8,553,4,0,1,0,1,0.59,17.41605096616782,78.48778833134357,4.3,1.98,9.9,92.0,1.3,0.16,44,-0.1,8,0,742.2,0.81,885.54,6,0,0,1.1,7,1,0,1,0,0,4,169,0.655327663831916,55.591049243376105,17.52,0.08625730994152046,0.023668639053254437,3,6.928000000000001,5.5591049243376105,0.375,0.59,1.4080000000000001,0,0.7659283383646487,5,1
165,10.02,9.4,792,4,1,1,1,1,0.68,26.99149512115048,75.80762714716467,1.19,1.15,5.4,89.0,6.1,0.52,45,0.02,37,1,374.19,0.53,773.34,9,0,1,1.0,34,0,1,1,1,1,5,393,0.703239619809905,62.75273828336757,20.04,0.061705989110707814,0.010178117048346057,6,4.515000000000001,6.275273828336757,0.17142857142857143,0.68,4.888000000000001,0,0.291319891133471,6,0
166,4.28,6.5,1006,4,0,1,0,0,1.0,13.041671621047907,77.4957683200243,0.32,0.12,3.9,45.0,6.4,0.23,41,0.13,79,0,487.23,0.53,1074.54,9,0,0,1.0,3,0,0,1,1,0,4,241,0.7256503251625813,44.94575080267066,4.28,0.1893939393939394,0.016597510373443983,3,4.674,4.494575080267066,0.75,0.0,1.495,0,0.07183860068931329,1,2
167,1.75,8.4,1430,6,0,1,1,0,0.66,30.183030838312508,78.1867150747077,3.64,2.76,4.0,54.0,2.3,0.65,37,-0.01,25,0,422.86,0.29,734.63,12,0,0,0.9,6,1,1,1,1,1,4,173,0.759071535767884,61.03548174827419,5.25,0.24000000000000002,0.03468208092485549,6,5.801000000000001,6.103548174827418,0.8571428571428571,0.0,5.460000000000001,0,0.4345982085070782,12,3
168,1.12,8.2,1550,4,0,1,0,1,0.84,17.480248206587316,78.42815812871883,0.66,4.86,8.3,73.0,6.4,0.41,21,-0.26,42,0,1010.81,0.58,1282.15,5,1,0,1.0,27,1,0,1,1,0,5,334,0.8070775387693846,60.242572338047616,2.24,0.3962264150943396,0.011976047904191617,4,7.308,6.024257233804762,0.14285714285714285,0.84,3.3619999999999997,0,0.2465969639416065,5,1
169,1.16,6.4,1492,6,0,1,0,1,0.82,22.627063938674752,88.33351045739819,0.11,0.78,4.0,83.0,9.6,0.9,13,-0.29,52,1,638.76,0.4,839.47,8,0,0,1.2,19,1,1,1,1,0,2,236,0.6992746373186594,46.77467390425082,1.16,0.3796296296296296,0.025423728813559324,5,6.470999999999999,4.677467390425082,0.25,0.82,5.760000000000001,0,0.17669444575659674,8,2
170,3.87,6.8,1363,6,0,1,1,0,0.52,25.408883924435543,82.98211024456612,0.27,0.38,4.8,58.0,9.8,-0.09,35,-0.17,26,1,1376.94,0.62,889.61,7,0,0,1.2,8,1,1,1,0,1,4,244,0.618368184092046,49.08360250114317,7.74,0.10677618069815195,0.02459016393442623,5,5.031999999999999,4.908360250114317,0.5555555555555556,0.0,-0.612,0,0.4203503845086819,14,2
171,4.11,7.2,1853,10,1,1,1,0,0.44,13.045056777177823,77.55336858375193,1.88,0.03,4.4,46.0,9.0,0.63,39,-0.05,10,0,494.74,0.34,842.73,4,0,0,0.9,36,1,1,1,1,1,5,315,0.6773926963481741,54.18072537210576,12.330000000000002,0.08610567514677103,0.031746031746031744,7,4.439,5.418072537210576,0.1891891891891892,0.0,4.5360000000000005,0,0.7165313105737893,1,2
172,0.67,6.6,854,2,1,1,1,0,0.73,19.121516489978998,72.8329367628813,1.87,0.41,5.5,59.0,8.3,0.61,7,-0.27,25,0,1416.19,0.67,984.9,1,0,0,0.7,39,0,0,1,1,1,2,147,0.6754427213606803,44.557269694982615,2.0100000000000002,0.437125748502994,0.013605442176870748,5,6.152,4.4557269694982615,0.125,0.0,4.026,0,0.4345982085070782,10,4
173,6.08,6.9,1202,6,0,1,0,0,0.82,12.886676850928753,77.66846986876261,0.6,1.81,3.5,86.0,2.9,0.94,17,-0.1,77,0,699.29,0.6,861.44,3,0,0,0.8,36,1,1,1,1,0,1,397,0.7252601300650325,48.93875864022528,12.16,0.11581920903954801,0.015113350125944584,5,5.606,4.893875864022528,0.13513513513513514,0.0,6.486,0,0.07679108957896803,1,2
174,3.76,7.0,1726,6,1,1,0,0,1.0,26.82220997765398,75.71631012816029,2.6,3.64,9.0,93.0,2.4,0.25,41,0.23,56,1,1340.77,0.48,1331.16,11,1,0,0.8,18,0,0,0,1,1,4,330,0.8126863431715858,52.17898754702675,3.76,0.21008403361344538,0.01818181818181818,3,7.462,5.217898754702675,0.15789473684210525,0.0,1.75,0,0.1546382645492548,6,2
175,2.48,7.3,375,8,1,1,1,0,0.62,10.918019913501157,76.27019202663448,2.97,0.15,9.0,95.0,5.0,0.17,42,-0.25,0,1,1438.8,0.18,444.23,10,0,0,0.9,7,1,0,1,1,0,2,80,0.5345187593796898,43.28600074674623,2.48,0.1781609195402299,0.1,6,7.609,4.328600074674624,0.75,0.0,1.241,1,1.0,7,4
176,1.91,8.8,1211,6,0,1,0,0,0.94,27.17463117157434,78.09866494338722,5.06,1.21,5.9,63.0,6.6,0.01,18,0.27,10,0,1483.64,0.6,314.77,5,0,0,1.0,1,1,1,1,1,0,4,279,0.7911605802901451,62.48023906633749,1.91,0.32302405498281783,0.021505376344086023,5,5.8309999999999995,6.248023906633749,2.5,0.0,0.08800000000000001,0,0.7165313105737893,0,3
177,2.35,8.2,664,8,0,1,1,0,0.63,13.034521336874985,77.61960264982321,1.76,1.78,7.3,62.0,8.7,0.12,10,0.21,29,0,1264.31,0.79,873.96,10,0,0,0.9,5,1,0,0,1,0,2,196,0.5944332166083042,53.298253733378,2.35,0.1880597014925373,0.04081632653061224,4,6.068999999999999,5.329825373337799,0.6666666666666666,0.0,0.9839999999999999,0,0.38034875658925854,1,1
178,0.52,9.7,1395,4,1,1,0,0,0.81,19.038583654131045,72.9211410959789,3.02,0.49,7.5,64.0,3.1,0.4,33,0.2,87,0,422.02,0.24,1141.09,3,0,0,0.8,42,1,0,1,0,0,1,136,0.8245697848924461,70.24125294822647,1.04,0.5328947368421053,0.029411764705882353,4,7.152,7.024125294822648,0.09302325581395349,0.0,3.88,0,0.05502322005640723,10,1
179,0.68,7.6,769,8,1,1,0,0,0.76,26.89192997166461,75.77354739827813,2.8,1.27,8.2,63.0,5.3,0.81,13,0.22,3,0,366.45,0.17,1013.02,11,0,0,0.8,14,1,1,1,1,0,4,392,0.7089384692346173,50.51256791284274,2.04,0.45238095238095233,0.02040816326530612,6,7.015999999999999,5.051256791284274,0.4,0.0,6.156,1,0.9048374180359595,6,1
180,0.29,8.9,648,6,1,1,1,0,0.43,24.625437344202386,73.61648643342394,0.6,1.88,6.6,80.0,6.8,0.14,40,-0.25,85,0,1187.67,0.13,1359.01,4,0,1,0.9,1,1,0,1,0,0,5,396,0.5738324162081041,57.63135117866641,0.58,0.3333333333333333,0.015151515151515152,5,7.393000000000002,5.763135117866641,2.5,0.0,1.2460000000000002,0,0.05881647164242988,13,1
181,0.5,9.3,1808,4,1,1,1,0,0.45,13.16576534738642,80.29992607367345,0.74,2.73,6.6,61.0,5.0,-0.01,27,-0.21,71,0,1376.45,0.13,500.5,9,0,0,1.0,12,0,1,1,1,1,2,387,0.7398904452226114,69.75492421417624,1.5,0.3,0.0103359173126615,6,6.926,6.975492421417624,0.46153846153846156,0.0,-0.09300000000000001,0,0.09379284861387625,2,1
182,1.81,8.6,1073,10,0,0,1,1,0.41,10.768052294895778,76.29748485628564,1.3,0.9,7.4,41.0,5.1,0.13,19,-0.22,79,0,499.27,0.77,1063.38,9,0,1,1.0,19,1,1,1,0,1,1,128,0.6293536768384193,60.020649365591765,5.43,0.14590747330960854,0.078125,4,6.027,6.002064936559177,0.2,0.41,1.1179999999999999,0,0.07183860068931329,7,1
183,2.27,7.6,933,8,0,1,1,0,0.62,27.24899562892692,77.93018552729266,0.04,2.07,7.9,66.0,3.0,-0.08,11,-0.23,32,0,1429.28,0.68,1197.45,11,0,0,0.8,2,0,0,1,1,0,4,102,0.6393466733366683,51.980020930539204,4.54,0.18960244648318042,0.0784313725490196,4,7.074999999999999,5.198002093053921,1.3333333333333333,0.0,-0.608,0,0.34415378686541237,0,1
184,0.05,8.9,425,4,0,1,1,1,0.85,13.141302544975874,80.26313194272493,0.71,0.54,5.4,53.0,9.9,0.91,29,-0.1,32,1,1032.27,0.26,1303.27,9,0,0,1.0,14,1,1,1,1,1,1,292,0.7195212606303151,53.8845101817974,0.1,0.8095238095238094,0.0136986301369863,6,6.093999999999999,5.38845101817974,0.4,0.85,8.099,0,0.34415378686541237,2,3
185,4.78,6.8,1388,2,0,1,1,0,0.5,25.28070785414597,83.05696578893313,1.28,0.36,5.3,42.0,5.3,0.85,41,0.2,73,0,448.81,0.83,881.41,9,0,0,1.0,3,1,0,0,1,0,1,300,0.5728694347173587,49.20710753072954,4.78,0.08650519031141868,0.006666666666666667,4,4.728,4.920710753072954,1.0,0.0,5.779999999999999,0,0.08774386502429433,14,2
186,1.05,7.2,264,4,1,1,1,0,0.76,18.49144332282631,73.7977169663944,0.23,0.31,4.9,68.0,5.8,0.17,27,-0.15,65,0,500.44,0.21,699.42,12,0,0,0.9,35,1,1,1,0,0,4,228,0.6464132066033016,40.1740547471008,3.1500000000000004,0.3707317073170732,0.017543859649122806,6,6.602,4.017405474710079,0.16666666666666666,0.0,1.2240000000000002,0,0.11455884399268773,11,4
187,7.29,8.1,1176,8,1,1,0,0,0.57,10.759792295444385,76.26331975092683,0.27,0.67,6.8,52.0,3.0,0.1,15,-0.15,3,1,379.15,0.4,1350.9,1,0,0,0.7,13,1,0,1,1,0,4,265,0.6186588294147074,57.27286526880824,7.29,0.06875753920386007,0.03018867924528302,5,4.906000000000001,5.727286526880824,0.35714285714285715,0.0,0.81,1,0.9048374180359595,7,0
188,10.28,8.2,1785,4,0,1,0,1,0.88,10.753648122223344,76.26332063704011,1.24,0.05,5.5,67.0,5.6,0.89,12,0.11,86,0,471.86,0.46,1170.62,9,0,0,1.0,49,0,1,0,1,0,2,344,0.8065892946473237,61.39941684377884,10.28,0.07801418439716312,0.011627906976744186,3,3.8419999999999996,6.139941684377884,0.06,0.88,7.297999999999999,0,0.056888238346101516,7,0
189,0.62,6.1,1773,4,1,1,1,0,0.88,24.580801225271543,73.77465229362953,2.63,0.5,6.8,57.0,3.3,-0.2,40,-0.24,50,0,1178.55,0.16,817.93,12,0,0,0.9,3,1,1,0,1,0,5,278,0.7823886943471736,45.6340521935041,1.24,0.5432098765432098,0.014388489208633094,6,6.791,4.563405219350409,1.5,0.0,-1.22,0,0.18887560283756183,13,2
190,1.86,9.6,1886,2,0,1,0,0,0.87,24.50450792909946,73.7774151740659,3.59,1.58,5.8,76.0,2.8,0.52,46,-0.08,26,0,562.52,0.38,1016.28,12,1,0,0.9,14,1,1,0,1,1,1,161,0.8546943471735868,72.41033803553808,1.86,0.30419580419580416,0.012422360248447204,4,6.742999999999999,7.241033803553807,0.26666666666666666,0.0,4.992,0,0.4203503845086819,13,3
191,0.0,8.6,719,8,1,1,0,0,0.71,30.025700362883043,78.31945388393268,1.58,1.57,8.9,99.0,3.5,0.9,43,-0.12,32,1,973.98,0.18,606.43,11,0,0,0.8,34,1,0,1,0,0,4,158,0.6439359679839921,56.58156042328687,0.0,0.71,0.05063291139240506,4,8.742,5.658156042328686,0.11428571428571428,0.0,7.74,0,0.34415378686541237,12,1
192,2.74,7.9,586,8,1,1,1,1,0.57,32.30895343990534,77.16179083183765,1.29,0.11,3.5,73.0,1.0,0.41,5,0.21,83,0,1165.3,0.73,976.33,12,0,0,0.9,45,1,0,1,1,1,1,296,0.5536293146573287,50.36269607664197,2.74,0.15240641711229944,0.02702702702702703,6,6.339,5.036269607664197,0.13043478260869565,0.57,3.239,0,0.06287122660066728,9,4
193,2.8,9.5,909,8,1,1,1,1,0.89,12.985805678250092,77.5090073850037,0.97,0.51,7.0,79.0,6.1,-0.2,48,0.01,76,1,1374.33,0.14,894.03,11,0,0,0.8,9,1,0,1,1,1,2,255,0.8019454727363682,64.7277236953535,5.6,0.23421052631578948,0.03137254901960784,6,6.723000000000001,6.472772369535351,0.6,0.89,-1.9000000000000001,0,0.07939393227707822,1,1
194,0.85,7.7,20,4,1,1,1,0,0.51,10.877226487453225,76.24099659544481,0.43,1.26,7.0,95.0,4.5,0.06,17,0.09,74,0,1007.91,0.11,343.15,2,0,0,0.7,10,1,0,0,0,0,2,291,0.4670010005002502,23.442822770470357,0.85,0.2756756756756757,0.013745704467353952,4,8.002,2.3442822770470357,0.36363636363636365,0.0,0.46199999999999997,0,0.0848672789700174,7,4
195,2.45,9.7,1653,10,0,1,0,0,0.57,13.020195866166384,80.30665824025428,0.32,0.58,5.7,62.0,9.1,0.91,20,-0.22,82,0,983.66,0.69,1252.32,8,0,0,1.2,8,1,0,1,1,1,2,116,0.7143826913456728,71.88623319316127,2.45,0.16521739130434782,0.08620689655172414,4,5.823,7.188623319316127,0.4444444444444444,0.0,8.827,0,0.06500225396303454,2,3
196,0.77,7.9,35,8,1,1,1,0,0.51,19.141732360890884,72.91824931489782,3.14,0.81,5.9,50.0,1.4,-0.18,17,0.26,31,0,1395.39,0.72,839.21,9,1,0,1.0,29,1,1,1,1,0,5,194,0.5145017508754377,28.30979961380327,1.54,0.288135593220339,0.041237113402061855,7,6.495,2.830979961380327,0.23333333333333334,0.0,-1.422,0,0.3558189185373419,10,4
197,0.53,6.4,966,10,1,1,1,0,0.8,15.37289595448795,74.21700004189533,1.25,1.87,8.6,57.0,1.4,0.27,41,-0.11,66,1,653.89,0.5,827.71,12,0,1,0.9,39,0,0,1,0,0,3,84,0.678648324162081,43.99487037090108,1.06,0.5228758169934641,0.11904761904761904,4,7.506,4.3994870370901085,0.1,0.0,1.7280000000000002,0,0.11080315836233387,4,2
198,3.16,8.9,430,6,0,1,1,0,0.81,32.24426551874261,77.17942824628874,3.12,0.01,5.0,64.0,9.0,0.75,18,0.12,76,0,544.44,0.35,611.77,8,0,0,1.2,33,1,0,1,1,1,3,319,0.7040215107553777,53.988362001923356,6.32,0.19471153846153846,0.018808777429467086,5,5.259999999999999,5.398836200192336,0.14705882352941177,0.0,6.675000000000001,0,0.07939393227707822,9,3
199,1.18,8.6,1696,6,1,1,0,1,0.79,15.381811554375732,74.15048711658805,2.44,0.49,9.1,79.0,2.1,0.81,17,0.27,27,1,1347.36,0.29,516.03,9,0,0,1.0,23,1,1,1,0,0,3,86,0.8436848424212107,63.95490848101435,3.54,0.3623853211009175,0.06976744186046512,5,7.882000000000001,6.395490848101435,0.20833333333333334,0.79,6.966,0,0.4065696597405991,4,1
200,2.68,8.9,1254,8,1,1,0,1,0.65,27.24566572499092,78.01593817414451,0.43,0.23,9.3,40.0,1.0,0.37,16,0.01,85,0,389.43,0.19,620.51,5,0,0,1.0,8,1,0,1,1,0,5,377,0.7224627313656828,63.50052857893637,5.36,0.1766304347826087,0.021220159151193633,5,6.613,6.350052857893637,0.5555555555555556,0.65,3.293,0,0.05881647164242988,0,1
201,1.7,9.6,1886,4,0,1,0,0,0.46,26.95866483533489,75.71742371202265,1.43,0.2,7.6,91.0,2.6,0.08,32,0.0,56,0,527.62,0.49,1014.98,10,0,1,0.9,40,0,0,1,1,0,5,395,0.7606943471735867,72.41033803553808,5.1,0.17037037037037037,0.010126582278481013,3,7.837000000000001,7.241033803553807,0.07317073170731707,0.0,0.768,0,0.1546382645492548,6,1
202,12.47,9.0,505,6,0,1,0,0,0.95,13.129515183138729,80.26294049442643,1.17,4.79,8.4,45.0,8.4,0.52,26,-0.23,18,0,793.5,0.49,407.41,12,0,0,0.9,38,1,1,1,0,1,1,339,0.7705252626313156,56.038830023587195,24.94,0.07052709725315515,0.017699115044247787,4,2.832,5.603883002358719,0.10256410256410256,0.0,4.68,0,0.5488116360940265,2,0
203,0.49,8.3,1270,8,1,1,0,0,0.7,13.003778694790174,80.2796670309378,1.1,0.71,7.3,94.0,8.2,0.12,24,-0.07,30,1,733.5,0.46,666.15,7,1,0,1.2,23,1,0,0,1,0,1,316,0.7260635317658828,59.32474195087247,0.98,0.4697986577181208,0.02531645569620253,4,7.702999999999999,5.932474195087247,0.16666666666666666,0.0,0.996,0,0.36787944117144233,2,1
204,1.87,9.3,246,8,1,1,0,0,0.64,32.19376720753914,77.27884992120845,1.56,1.12,6.7,97.0,4.1,0.11,23,0.21,83,0,1147.31,0.72,1376.61,11,1,0,0.8,36,1,1,1,1,0,2,178,0.6296123061530765,51.23731153064019,3.74,0.2229965156794425,0.0449438202247191,6,7.622999999999999,5.1237311530640195,0.16216216216216217,0.0,1.0230000000000001,0,0.06287122660066728,9,1
205,3.42,8.6,1018,12,0,1,1,0,0.75,10.763869443963536,76.2444078108818,8.04,1.99,9.8,99.0,7.0,0.77,15,-0.22,52,0,410.17,0.18,598.68,3,0,0,0.8,43,1,0,1,1,1,5,195,0.7598509254627314,59.56856248571543,10.26,0.16968325791855204,0.06153846153846154,5,6.8999999999999995,5.956856248571543,0.11363636363636363,0.0,6.622,0,0.17669444575659674,7,1
206,1.51,7.6,228,8,0,1,1,0,0.52,25.219336241845262,83.06991982062159,3.35,0.07,5.0,89.0,5.6,-0.01,34,0.25,87,0,872.59,0.64,1363.32,4,0,0,0.9,20,1,1,1,1,0,3,204,0.4888114057028514,41.29628722701222,1.51,0.2071713147410359,0.0392156862745098,6,6.822000000000001,4.129628722701222,0.2857142857142857,0.0,-0.076,0,0.05502322005640723,14,4
207,11.03,9.4,1520,4,0,1,1,0,0.48,32.17126190627678,77.19716001480481,4.68,0.41,4.1,49.0,9.1,-0.19,30,0.1,31,0,1270.27,0.42,415.29,4,0,0,0.9,48,1,0,1,0,0,3,189,0.6960760380190095,68.87495894723736,22.06,0.0399002493765586,0.021164021164021163,4,2.103,6.887495894723736,0.08163265306122448,0.0,-1.786,0,0.3558189185373419,9,0
208,3.84,6.8,1969,2,1,1,0,0,0.64,15.375397436529388,74.07249384866061,0.06,2.68,5.0,82.0,1.5,0.2,19,-0.05,8,0,1120.01,0.29,1173.38,10,0,0,0.9,12,0,0,1,0,0,1,282,0.7569984992496247,51.58336398777783,11.52,0.1322314049586777,0.0070921985815602835,3,6.651999999999999,5.158336398777783,0.23076923076923078,0.0,1.36,0,0.7659283383646487,4,2
